start,end,a,b,c,r2
2018-12-30T20:00:00.000000,2019-01-04T20:00:00.000000,0.0010039957895014845,0.44033902107821093,0.9651553631375575,0.9686249379980332
2019-01-10T20:00:00.000000,2019-01-22T20:00:00.000000,0.001055559118667719,0.12496463137889516,0.9652530517718032,0.9915632476027834
2019-01-26T20:00:00.000000,2019-01-29T20:00:00.000000,,,,
